z,n,a,qBminus2n,B2,E2plus,Sn,q2Bminus,qEC,halflife,S2n,Sp,dqA,q2EC,qBminusn,qBminus,S2p,qECp,qBplus,qA
90,126,216,-25303.99412,,1478.2,8694.2146,-12767.8923,2148.8006,0.026000000000000002,16539.0308,3020.9843,1108.8081000000002,7007.0707,-15577.3184,-7525.2616,4372.1456,477.5711,1126.8028,8072.3838
90,127,217,-21741.39312,,,6164.0749,-10765.0,3503.459,0.000254,14858.2895,3232.9273,226.9965000000002,6316.2443,-13689.3365,-4848.968,4904.1568,1625.3428,2481.4612,9435.3069
90,128,218,-21599.68812,,689.0,7910.3513,-9527.908,1515.9019,1.21e-7,14074.4262,3624.5453,-183.95979999999963,5721.1905,-12759.3193,-6282.8212,5502.6614,-811.7599,493.9041000000001,9849.0906
90,129,219,-18734.60412,,,5975.285,-8833.1732,2893.2268,0.00000102,13885.6362,3677.0361,-174.14364999999998,5068.9273,-12258.1061,-4120.4434,6004.6979,528.2526,1871.229,9505.8694
90,130,220,-20102.66612,,386.5,7844.5604,-8324.0,945.7825,0.000010199999999999999,13819.8454,4168.9866,-172.45939999999973,4417.4465,-11965.0038,-5588.8595,6533.9608,-1993.2861,-76.21529999999996,8973.1556
90,131,221,-17785.93312,,,5820.93,-7580.0702,2408.8773,0.00173,13665.4904,4092.8006,-309.1573000000003,3976.0488,-11409.7895,-3435.0112,7031.8692,-621.1366,1386.8795,8625.474
90,132,222,-19217.99412,0.152669979649053,182.9,7808.205,-7069.795,581.2415,0.00197,13629.135,4616.9806,-215.86184999999975,2882.8337,-11243.2162,-4861.322,7646.9945,-3049.8092,-440.7563,8132.5665
90,133,223,-17132.171120000003,,,5888.955,-6659.8762,1560.3471,0.6,13697.1599,4525.3665,-165.95880000000034,2152.1569,-10750.277,-2952.2124,8156.4172,-2223.7743,538.3493,7566.6333
90,134,224,-18211.41612,0.1743547773835138,98.1,7461.1394,-5747.1098,-238.5672,1.04,13350.0944,5118.4454,-249.5345000000002,1169.748,-10413.3519,-3866.7705,8902.5667,-4526.6355,-1260.565,7298.5734
90,135,225,-16170.05712,,,5756.7058,-5061.8083,672.8878,523.2,13217.8453,5212.926,-222.9443500000002,317.1492,-9623.4763,-2046.4473,9500.9943,-3804.6108,-349.11,6921.3999
90,136,226,-16807.338119999997,0.2254415926721224,72.2,7183.8616,-4131.1483,-1111.5517,1841.4,12940.5675,5728.6268,-230.0382,-469.9265,-9230.3089,-2835.9504,10206.1254,-6084.3654,-2133.5495,6452.5282
90,137,227,-14694.51712,,,5464.2083,-3240.2746,-44.7559,1615127.04,12648.0699,5793.413,-285.16060000000016,-1372.7048,-8300.1587,-1025.6117,10766.2267,-5151.7878,-1066.7537,6146.5981
90,138,228,-15405.337119999997,0.22960810870353,57.773,7105.1775,-2449.1013,-2123.7545,60325508.16,12569.3858,6367.5865,-53.26054999999997,-2169.2947,-8130.7892,-2152.6993,11474.6183,-7695.5354,-3145.7523,5520.1511
90,139,229,-13387.49012,,,5256.7004,-1625.1027,-1104.4191,249541722000,12361.8779,6598.1079,-129.43984999999975,-2976.4456,-7409.3997,-311.331,12169.8888,-6643.6481,-2126.4169,5167.5578
90,140,230,-14203.72312,0.2460621952275974,53.227,6794.3235,-752.5051,-2975.8745,2379443040000,12051.0239,7116.3955,43.75585000000001,-3653.7941,-7105.6545,-1311.0313,12655.6246,-8988.4221,-3997.8723,4770.0202
90,141,231,-12223.67312,,,5118.0192,9.8589,-1947.0425,91872,11912.3427,7311.5467,232.31245000000035,-4400.6776,-6429.0505,391.4727,13324.0943,-7989.4663,-2969.0403,4213.431
90,142,232,-12869.469120000002,0.2480390062321565,49.369,6440.4187,837.2647,-3707.7131,443965565974341600,11558.4379,7605.1141,245.67814999999973,-5050.2453,-6048.9459,-499.8388,13647.538,-10058.7492,-4729.7109,4081.5999
90,143,233,-10835.332120000005,,,4786.3856,1812.5313,-2576.395,1309.8,11226.8043,7711.7517,244.40550000000007,-5602.4194,-5286.2244,1242.232,14062.7879,-9054.284,-3598.3928,3744.7638
90,144,234,-11476.22712,0.2381323178697043,49.55,6190.0023,2467.9987,-4228.2364,2082844.8,10976.3879,7984.0503,299.0608000000002,-6317.6712,-4947.7703,274.0882,14461.9393,-11010.0747,-5250.2342,3671.7365
90,145,235,-9614.292120000002,,,4666.5225,3098.9714,-3339.4064,432,10856.5248,8112.4119,376.8243000000002,-7112.0,-4392.4342,1728.8531,14894.2502,-10201.8466,-4361.4042,3376.3498
90,146,236,-10226.30312,,48.4,5833.8692,3810.6206,-4965.7951,2250,10500.3917,8390.9286,351.02375000000006,,-4105.0162,921.2477,15253.3688,-12163.0,-5987.7929,3333.3314
90,147,237,-8476.440119999996,,,4371.4235,4564.9641,-4065.0,287.4,10205.2927,8554.8715,310.4402500000001,,-3450.1758,2427.4736,15753.0,,-5086.9978,3196.1195
90,148,238,-8951.591120000001,,,5501.0,5217.0,,564,9873.0,8784.0,250.5,,-3074.0,1631.0,,,,3169.0
90,149,239,-7170.260120000003,,,4096.0,5927.0,,,9598.0,,305.0,,-2466.0,3162.0,,,,2945.0
91,120,211,,,,,,8175.8296,0.0038,,-703.7339,,14908.7408,,,1370.603,5999.1759,7153.8318,8481.0817
91,121,212,,,,8527.021,,9485.6366,0.005,,-431.1556,,14296.9229,,,1745.4982,7164.0667,8463.6388,8410.7525
91,122,213,,,,10013.6467,,7534.0866,0.0053,18540.6678,-254.3369,,13513.1647,,,2067.233,5065.6232,6512.0888,8384.3916
91,123,214,,,,8265.6176,,8764.963,0.017,18279.2643,-50.8161,,13026.6229,,,2417.6473,6029.8942,7742.9652,8270.8999
91,124,215,,,,9726.6755,,6883.1037,0.014,17992.293,179.3655,485.68074999999953,11773.987,,-7084.7747,2914.4343,4082.2944,5861.1059,8236.1363
91,125,216,,,,8052.0568,,7525.2616,0.11800000000000001,17778.7323,386.6061,1063.5125000000005,9674.0622,-15136.8315,-5242.6308,3187.4153,4504.2772,6503.2638,8099.2828
91,126,217,-23977.20012,,,8840.3684,,4848.968,0.0037,16892.4252,532.7599,971.0986000000004,8352.427,-14082.9992,-5916.0,3553.7442,1616.0407,3826.9702,8488.8028
91,127,218,-20559.49712,,,6476.4981,,6282.8212,0.00010899999999999999,15316.8666,845.1831,204.38825,7798.723,-12392.0,-3245.0869,4078.1104,2658.2759,5260.8234,9791.3805
91,128,219,-20530.41312,,,8137.6627,-10853.7275,4120.4434,5.5e-8,14614.1608,1072.4945,-238.65700000000012,7013.6702,-11382.7496,-4712.7298,4697.0398,443.4073,3098.4456,10127.7574
91,129,220,-17758.894119999997,,,6376.1443,-10196.625,5588.8595,8.9e-7,14513.807,1473.3539,-187.40530000000035,6534.642,-11088.8742,-2735.0,5150.39,1419.8728,4566.8617,9703.745
91,130,221,-19063.65212,,,7974.7783,-9535.0,3435.0112,0.0000059,14350.9226,1603.5718,-214.72739999999976,5843.8885,-10710.0,-4145.059,5772.5585,-657.7893,2413.0134,9247.6999
91,131,222,-17091.27512,,,6381.8941,-9210.2801,4861.322,0.0038900000000000002,14356.6724,2164.5359,-230.5,5442.5635,-10526.9531,-2208.4729,6257.3365,244.3414,3839.3242,8788.5999
91,132,223,-18325.01812,,,7798.0646,-8320.9684,2952.2124,0.0053,14179.9587,2154.3956,-263.32855000000063,4512.5595,-10006.5375,-3707.6637,6771.3762,-1573.1541,1930.2146,8343.1452
91,133,224,-16553.11912,,,6546.5814,-8169.8965,3866.7705,0.85,14344.646,2812.0219,-77.83995000000004,3628.2033,-10254.2451,-1880.3393,7337.3884,-1251.6749,2844.7727,7693.6799
91,134,225,-17831.27412,,,7577.0291,-7261.4579,2046.4473,1.7,14123.6104,2927.9116,-190.42704999999975,2719.3351,-9457.3684,-3015.361,8046.3569,-3166.4787,1024.4495000000002,7400.6757
91,135,226,-15851.72612,,,6394.3584,-6783.277,2835.9504,108,13971.3875,3565.5642,-104.39325000000008,1724.3987,-9409.7194,-1295.1978,8778.4902,-2892.6764,1813.9526,6986.8864
91,136,227,-16684.26612,,,7274.5471,-5748.6477,1025.6117,2298,13668.9055,3656.2496,-106.0,980.8557,-8569.7449,-2214.6629,9384.8764,-4767.8013,3.613899999999944,6580.3999
91,137,228,-14547.83412,,,5978.0899,-4902.0,2152.6993,71280,13252.637,4170.1312,-126.76760000000012,28.9448,-8192.7528,-296.402,9963.5442,-4214.8872,1130.7015,6264.5352
91,138,229,-15290.822119999995,,,7098.0687,-3904.5293,311.331,133920,13076.1586,4163.0224,-103.9303,-793.088,-7394.4707,-1313.7716,10530.6088,-6286.7768,-710.6668,5834.6274
91,139,230,-13189.094119999998,,,5794.6232,-3063.0724,1311.0313,1503359.9999999998,12892.6919,4700.9452,-41.539800000000014,-1664.8432,-7108.3949,558.5262,11299.053,-5805.3642,289.0335000000001,5439.4263
91,140,231,-13928.918119999997,,,6820.5232,-2199.3485,-391.4727,1033164266400,12615.1464,4727.1449,21.94169999999985,-2338.5152,-6261.997,-381.6138,11843.5404,-7703.0194,-1413.4705,5149.9071
91,141,232,-11811.10412,,,5549.1072,-1413.0,499.8388,113184,12369.6304,5158.2329,189.82504999999992,-3207.8743,-5930.721,1337.1034,12469.7796,-7105.2754,-522.159,4626.9789
91,142,233,-12459.178119999991,,,6528.4564,-459.1205,-1242.232,2330640,12077.5636,5246.2706,291.3573000000001,-3818.627,-5191.353,570.2993,12851.3848,-8953.9837,-2264.2298,4374.5584
91,143,234,-10413.211119999996,,,5221.8585,384.0643,-274.0882,24015.600000000002,11750.3149,5681.7435,307.6219000000001,-4502.3246,-4651.5592,2193.9105,13393.4953,-8258.1386,-1296.086,4075.5678
91,144,235,-10772.846119999998,,,6121.2873,1245.8565,-1728.8531,1464,11343.1458,5613.0285,248.0281500000001,-5068.2594,-3927.3768,1370.1184,13597.0788,-9841.2649,-2750.8509,4101.1318
91,145,236,-8953.64012,,,5026.2638,1955.8613,-921.2477,546,11147.5511,5972.7699,401.3710000000001,-5887.0427,-3656.1455,2889.373,14085.1817,-9312.1763,-1943.2455,3754.616
91,146,237,-9533.794119999997,,,5877.6495,2656.0243,-2427.4736,522,10903.9133,6016.5501,283.9527999999998,-6493.0,-2988.2765,2137.4905,14407.4787,-10982.3452,-3449.4714,3794.6703
91,147,238,-7693.1751200000035,,,4704.8984,3439.4459,-1631.0,138,10582.5478,6350.025,234.9921499999998,,-2567.4079,3586.3111,14904.8966,-10415.0,-2652.9978,3627.9328
91,148,239,-8195.76912,,,5628.0,4026.0,-3162.0,6480,10333.0,6477.0,244.5,,-2042.0,2765.0,15261.0,,-4183.9978,3555.0
91,149,240,-6440.368120000003,,,4398.0,4694.0,,,10026.0,6779.0,220.5,,-1634.0,4295.0,,,,3364.0
91,150,241,-6975.304119999997,,,5341.0,5425.0,,,9740.0,,195.0,,-1046.0,3543.0,,,,3295.0
92,123,215,,,,,,7084.7747,0.0007,,1859.5538,,13967.8784,,,1808.7377,6905.4093,6062.7769,8587.9999
92,124,216,,,,9894.2007,,5242.6308,0.0045000000000000005,,2027.079,,12767.8923,,,2206.4445,4856.0247,4220.633,8530.6272
92,125,217,,,,8167.0,,5916.0,0.016,18061.0,2142.0,1054.0,10765.0,,,2529.0,5383.0,4894.0022,8426.0
92,126,218,,,,9147.0,,3245.0869,0.00063,17314.4105,2449.0643,982.5963000000002,9527.908,,,2981.8241,2399.9038,2223.0891,8774.8074
92,127,219,,,,6670.0197,,4712.7298,0.000059999999999999995,15817.0,2642.5859,225.19805,8833.1732,,-6140.9976,3487.769,3640.2353,3690.732,9949.6039
92,128,220,,,,8354.0,,2735.0,,15024.0,2859.0,-224.0,8324.0,-14495.0,-7462.0,3931.0,1262.0,1713.0022,10290.0
92,129,221,-21059.59112,,,6565.0,-11410.0,4145.059,6.6e-7,14918.5935,3047.3723,-267.14995,7580.0702,-14026.3444,-5390.0,4520.7262,2541.4872,3123.0612,9889.2999
92,130,222,-22344.82412,,,8318.4802,-10787.0,2208.4729,0.0000047,14883.0,3391.0742,-274.58550000000014,7069.795,-13709.0,-7001.8072,4994.646,43.937,1186.4751,9481.171
92,131,223,-20007.35812,,,6298.8738,-10075.0,3707.6637,0.000062,14617.354,3308.0539,-428.7910499999998,6659.8762,-13300.681,-4613.3046,5472.5898,1553.2682,2685.6659,9157.5821
92,132,224,-21674.58712,,,8373.9058,-9538.0,1880.3393,0.000396,14672.7796,3883.895,-344.0170500000004,5747.1098,-12987.2104,-6289.5572,6038.2906,-931.6826,858.3415000000001,8628.2368
92,133,225,-19429.21812,,,6442.0074,-8928.0,3015.361,0.061,14815.9132,3779.3211,-204.5762499999996,5061.8083,-12731.5646,-4246.0969,6591.343,87.4494,1993.3632,8007.1594
92,134,226,-20846.08712,,81.3,8114.5216,-8301.0,1295.1978,0.267,14556.529,4316.8136,-261.19320000000016,4131.1483,-12360.6185,-5488.0792,7244.7252,-2270.3663,273.19999999999993,7700.8428
92,135,227,-18715.70012,,,6355.082,-7725.0,2214.6629,66,14469.6036,4277.5372,-198.04410000000007,3240.2746,-11843.1612,-3533.9848,7843.1013,-1441.5867,1192.6650999999997,7234.7157
92,136,228,-19739.51212,,59.0,7896.3508,-6887.8081,296.402,546,14251.4328,4899.3409,-41.753200000000106,2449.1013,-11430.3355,-4605.0,8555.5905,-3873.7292,-725.5958,6799.5044
92,137,229,-17511.03412,,,6080.699,-6184.3039,1313.7716,3468,13977.0498,5001.95,-29.60564999999997,1625.1027,-10686.0,-2590.7577,9172.0813,-2849.2507,291.77380000000005,6475.5112
92,138,230,-18352.61912,0.2597106616416389,51.727,7666.9211,-5317.153,-558.5262,1747872,13747.6201,5570.8024,158.80095000000028,752.5051,-10257.6788,-3621.5986,9733.8248,-5259.4714,-1580.524,5992.4518
92,139,231,-16138.06212,,,5880.3832,-4502.6252,381.6138,362880,13547.3043,5656.5624,187.6010000000001,-9.8589,-9501.9818,-1817.7347,10357.5076,-4345.5311,-640.384,5576.2769
92,140,232,-16769.806119999997,0.2673198988629709,47.573,7267.8244,-3751.4694,-1337.1034,2174318640,13148.2076,6103.8636,226.75855,-837.2647,-9085.5592,-2750.0,10831.0086,-6495.3364,-2359.1012,5413.63
92,141,233,-14847.211120000004,,,5761.6522,-3132.7245,-570.2993,5023622786400,13029.4766,6316.4087,419.4785999999999,-1812.5313,-8512.0,-1029.4197,11474.6416,-5816.5699,-1592.2971,4908.6781
92,142,234,-15356.677119999997,0.2645646481114945,43.4981,6845.4697,-2205.0269,-2193.9105,7747390800000,12607.1219,6633.422,367.8705,-2467.9987,-7874.8895,-1809.8462,11879.6926,-7875.654,-3215.9083,4857.5319
92,143,235,-13172.385120000004,,,5297.4952,-1263.564,-1370.1184,22215738959431200,12142.9649,6709.0586,283.23284999999987,-3098.9714,-7107.3413,-124.2619,12390.8022,-6983.1469,-2392.1162,4678.0559
92,144,236,-13652.860119999994,0.2716138967595815,45.2431,6545.5184,-456.9263,-2889.373,739394568000000,11843.0136,7133.2898,341.4326500000002,-3810.6206,-6669.7803,-933.5116,12746.3183,-8862.1429,-3911.3708,4572.9562
92,145,237,-11795.54712,,,5125.7669,298.4708,-2137.4905,583372.7999999999,11671.2854,7232.7929,453.2457999999997,-4564.9641,-6059.2786,518.5338,13205.5628,-8154.0406,-3159.4883,4233.5748
92,146,238,-12212.998119999991,0.2889005019180205,44.916,6153.719,1144.5839,-3586.3111,140848830203760000,11279.4859,7508.8625,357.1850499999996,-5217.0,-5635.1852,-146.8652,13525.4126,-9936.3361,-4608.3089,4269.8581
92,147,239,-10441.567120000003,,,4806.3822,1984.4482,-2765.0,1407,10960.1012,7610.3463,313.4894999999997,-5927.0,-4953.2474,1261.6634,13960.3713,-9241.0,-3786.9978,4129.9984
92,148,240,-10881.736119999998,,45.0,5928.4888,2590.178,-4295.0,50760,10734.871,7911.0,315.1143999999997,,-4666.8254,399.2685,14387.0,-11073.0,-5316.9978,4035.3789
92,149,241,-9256.641119999997,,,4590.0,3242.0,-3543.0,,10518.0,8102.0,369.5,,-4191.0,1882.0,14881.0,,-4564.9978,3817.0
92,150,242,-9838.86512,,47.8,5649.0,3903.0,,1008,10238.0,8410.0,340.0,,-3767.0,1203.0,,,,3670.0
92,151,243,-7977.751119999997,,,4211.0,4725.0,,,9860.0,,375.0,,-3008.0,2674.0,,,,3555.0
93,126,219,,,,,,6140.9976,0.00015,,-253.3249,815.2511000000004,10853.7275,,,2195.7394,3498.4117,5118.9998,9207.4978
93,127,220,,,,7033.2467,,7462.0,0.000024999999999999998,,109.9021,67.34609999999975,10196.625,,,2752.488,4602.8277,6440.0022,10226.3078
93,128,221,,,,8636.0,,5390.0,,15669.0,392.0,-188.0,9535.0,,-6019.0,3251.0,2343.0,4368.0022,10431.0
93,129,222,,,,6707.0,,7001.8072,3.8e-7,15343.0173,534.326,-465.0784999999996,9210.2801,-12726.0,-3785.0,3581.6983,3610.733,5979.8094,10200.157
93,130,223,-21414.05312,,,8687.3764,-12041.0,4613.3046,0.0000021499999999999997,15394.0,903.2222,-277.22170000000006,8320.9684,-12472.0,-5462.0,4294.2964,1305.2508,3591.3068000000003,9650.4434
93,131,224,-19170.38812,,,6697.6533,-11228.0,6289.5572,0.000037999999999999995,15385.0296,1302.0016,-468.4672000000001,8169.8965,-12160.0,-3248.0,4610.0555,2405.6621,5267.5594,9328.9344
93,132,225,-20645.53812,,,8485.4677,-10772.0,4246.0969,0.0037,15183.121,1413.5635,-340.4225999999999,7261.4579,-11734.0,-4682.0,5297.4586,466.7758,3224.0990999999995,8818.2451
93,133,226,-18605.75912,,,6872.5393,-10153.0,5488.0792,0.037,15358.007,1844.0954,-348.7999499999996,6783.277,-11555.0,-2813.0,5623.4165,1171.2656,4466.0814,8327.5999
93,134,227,-19863.61812,,,8309.1764,-9601.0,3533.9848,0.51,15181.7157,2038.7502,-205.2440499999998,5748.6477,-11122.0,-4191.0,6355.5639,-743.5524,2511.987,7816.4881
93,135,228,-17947.63612,,,6825.0,-9024.0,4605.0,61.4,15134.0,2509.0,-184.0,4902.0,-11016.0,-2283.0,6786.0,-294.0,3583.0022,7538.0
93,136,229,-19111.25812,,,8095.0,-8379.0362,2590.7577,240,14920.2769,2707.5944,19.58919999999989,3904.5293,-10377.7494,-3593.5462,7606.9352,-2411.1923,1568.7599,7019.8216
93,137,230,-17013.830120000002,,,6636.0801,-7635.0,3621.5986,277.8,14731.0,3262.9755,10.95004999999992,3063.0724,-10229.6264,-1695.5543,8264.9255,-1949.2038,2599.6008,6778.0999
93,138,231,-17913.874119999997,,,7684.2471,-6786.0,1817.7347,2928,14320.3272,3280.3015,103.79999999999971,2199.3485,-9379.8014,-2684.8905,8851.1039,-3838.8277,795.7369,6368.3999
93,139,232,-15715.806119999996,,,6336.0,-6060.0,2750.0,882,14020.0,3735.0,122.5999499999998,1413.0,-9020.0,-1001.0,9392.0,-3354.0,1728.0022,6011.0
93,140,233,-16502.682119999994,,,7482.0,-5336.0,1029.4197,2172,13817.7917,3949.8855,284.61659999999983,459.1205,-8483.7019,-2103.3047,10053.7491,-5286.9889,7.421899999999937,5626.7668
93,141,234,-14548.745120000003,,,6065.0433,-4507.0,1809.8462,380160.00000000006,13547.0,4253.2766,342.6765999999998,-384.0643,-8168.348,-395.1807,10569.6852,-4823.5758,787.8484,5356.3467
93,142,235,-15151.42812,,,6983.0794,-3581.5579,124.2619,34223040,13048.1227,4390.8863,364.30470000000014,-1245.8565,-7378.2602,-1139.3021,11024.3083,-6584.7967,-897.7359,5193.7905
93,143,236,-13114.52812,,,5736.2687,-2662.0,933.5116,4891428000000,12719.3481,4829.6598,350.23550000000023,-1955.8613,-6875.5708,476.5854,11538.7184,-6199.7782,-88.48619999999994,5006.629
93,144,237,-13453.383119999997,,,6577.8124,-1698.0,-518.5338,67659494400000,12314.0811,4861.9538,340.2736500000001,-2656.0243,-6101.227,-220.063,11995.2436,-7751.3267,-1540.5316,4957.273
93,145,238,-11589.54712,,,5488.32,-966.824,146.8652,181379.52,12066.1324,5224.5068,448.8443499999999,-3439.4459,-5708.383,1291.4491,12457.2997,-7361.9972,-875.1326,4690.8116
93,146,239,-11923.293119999998,,,6214.9108,-79.3554,-1261.6634,203541.12,11703.2307,5285.6986,420.94839999999976,-4026.0,-4923.4616,722.7849,12794.561,-8872.0096,-2283.6612,4597.1881
93,147,240,-9989.55512,,,5066.0939,806.1193,-399.2685,3714,11281.0047,5545.4103,290.3161999999997,-4694.0,-4343.309,2190.9095,13155.7565,-8310.0,-1421.2663,4557.358
93,148,241,-10415.741120000002,,,6072.4315,1380.7799,-1882.0,834,11138.5254,5689.353,398.9049,-5425.0,-3881.522,1360.0,13600.0,-9984.0,-2903.9978,4362.5759
93,149,242,-8851.079120000006,,,4969.5572,1948.8627,-1203.0,132,11041.9888,6069.0,527.0414500000002,,-3609.5572,2700.0,14171.0,-9613.0,-2224.9978,4097.9171
93,150,243,-9291.751119999995,,,5682.0,2631.0,-2674.0,111,10652.0,6103.0,439.0,,-2982.0,2051.0,14512.0,,-3695.9978,4044.0
93,151,244,-7619.512119999996,,,4637.0,3361.0,,137.4,10319.0,6529.0,546.5,,-2586.0,3434.0,,,,3805.0
93,152,245,-8047.197120000001,,,5461.0,3950.0,,,10098.0,,572.0,,-2027.0,2672.0,,,,3685.0
94,127,221,,,,,,6019.0,,,1834.0,,11410.0,,,1944.0,5627.0,4997.0022,10534.0
94,128,222,,,,8941.0,,3785.0,,,2140.0,,10787.0,,,2532.0,3251.0,2763.0022,10740.0
94,129,223,,,,7010.0,,5462.0,,15952.0,2443.0,,10075.0,,-6579.0,2977.0,4559.0,4440.0022,10400.0
94,130,224,,,,8912.0,,3248.0,,15922.0,2667.0,,9538.0,-15491.0,-7980.0,3570.0,1946.0,2226.0022,9842.0
94,131,225,-22542.63612,,,7051.0,,4682.0,,15963.0,3021.0,,8928.0,-15031.0,-6090.0,4323.0,3269.0,3660.0022,9355.0
94,132,226,-23772.63612,,,8742.0,,2813.0,,15793.0,3277.0,,8301.0,-14832.0,-7340.0,4691.0,969.0,1791.0022,8932.0
94,133,227,-21762.63612,,,6931.0,,4191.0,,15673.0,3336.0,-112.5,7725.0,-14271.0,-5410.0,5180.0,2152.0,3169.0022,8300.0
94,134,228,-23004.82712,,,8733.0,,2283.0,1.1,15664.0,3760.1805,-70.10134999999991,6887.8081,-14143.0,-6742.0,5798.9307,-226.1957,1261.0022,7940.2027
94,135,229,-20927.71212,,,6784.2032,,3593.5462,83,15518.0,3719.0,-62.25350000000026,6184.3039,-13526.0,-4785.4899,6228.0519,885.9519,2571.5484,7598.0069
94,136,230,-22060.46612,,,8534.072,,1695.5543,107,15318.2752,4158.1788,93.43449999999984,5317.153,-13319.562,-5940.0,6865.7732,-1567.4211,673.5565,7178.4564
94,137,231,-20014.47312,,,6694.9109,-8961.0,2684.8905,516,15228.983,4217.0096,220.6862500000002,4502.6252,-12635.0,-4101.0,7479.9851,-595.411,1662.8927,6838.6275
94,138,232,-20653.72112,,,8018.9803,-7972.0,1001.0,1986,14713.8912,4551.7428,175.49585000000025,3751.4694,-12120.0,-5059.0,7832.0442,-2734.0081,-20.997799999999984,6715.998
94,139,233,-18500.80012,,,6380.3971,-7241.5039,2103.3047,1254,14399.3774,4597.0,177.05000000000018,3132.7245,-11439.0,-3233.0,8332.0582,-1846.5808,1081.3069,6416.2999
94,140,234,-19212.65012,,,7773.1673,-6372.4246,395.1807,31680.000000000004,14153.5644,4887.5156,180.12365,2205.0269,-11006.0,-4112.0,8837.4011,-3858.0958,-626.8171,6310.0537
94,141,235,-17245.29012,,,6238.958,-5831.0,1139.3021,1518,14012.1253,5061.4303,294.1104999999998,1263.564,-10351.0,-2442.2558,9314.7069,-3251.5841,117.30430000000013,5951.4789
94,142,236,-17703.128119999998,,44.63,7352.1562,-4951.3119,-476.5854,90191620.8,13591.1142,5430.5071,265.3254999999999,456.9263,-9794.412,-3139.0,9821.3933,-5306.2452,-1498.5832,5867.1471
94,143,237,-15675.576120000002,,,5881.164,-4155.4891,220.063,3943296,13233.3202,5575.4024,218.77829999999997,-298.4708,-9020.0,-1478.0,10405.0622,-4641.8908,-801.9348,5747.6353
94,144,238,-16020.488119999998,0.2853153645872348,44.065,6999.8321,-3282.055,-1291.4491,2767601520,12880.9961,5997.4221,311.18100000000004,-1144.5839,-8478.0,-2258.2731,10859.3759,-6515.9559,-2313.4469,5593.2729
94,145,239,-14124.416119999998,,,5646.2465,-2558.7424,-722.7849,760822178400,12646.0786,6155.3486,462.13915,-1984.4482,-7904.5197,-802.1402,11379.8554,-6008.4834,-1744.7827,5244.5216
94,146,240,-14438.738119999998,0.2885404263818395,42.824,6534.2186,-1598.9029,-2190.9095,207087282720,12180.4651,6474.6564,322.8892000000001,-2590.178,-7336.3588,-1384.7902,11760.355,-7736.3198,-3212.9073000000003,5255.8215
